identity,vote_identity,name,rank,activated_stake,stake_weight,stake_ratio,commission,is_jito,jito_commission_bps,version,delinquent,skip_rate,wiz_skip_rate,vote_success,uptime,wiz_score,above_halt_line,first_epoch_with_stake,first_epoch_distance,ip_city,ip_country,ip_asn,ip_org,asn_concentration,tpu_ip,tpu_ip_concentration,city_concentration,epoch,apy_estimate,staking_apy,jito_apy,total_apy,description,website
6gnbmed7kzwQVQ7ghsjgEuCoYmGeWciV2qCwni6WS6HU,DTwEEF6VSrmTBYkDcj3BKAc52qhvP8CEQUEAMMT1cG3,Capital Alliance 🔥,1,138199.57320642602,0.03,0.0085,0,True,0.0,3.1.13,False,0.0,0.0,99.71,100.0,99.83,False,550.0,406,Hamburg,Germany,AS48014,Albhost SH.P.K.,0.04,63.254.166.74,6.67,0.04,956,6.02,6.05,0.11,6.16,"Boost SOL yields with Capital Alliance! Enterprise hardware, 0% Commission & MEV rewards for Max APY. Secure & Reliable. Community, Questions & Support: Telegram: t.me/capitalalliance_official - Discord: discord.gg/DjqkmhFMDw - Site: calliance.net",https://calliance.net/
CVRr5oHCAAooVbYze7CvXtRp4FUtkMCSqBZU7MVu8v8e,cover89z945JotsCRGdbjakJm4rnL5XspFSPgN1mVZj,Coverlet+MEV | 0% ALL FEES ✅,2,142596.201989066,0.03,0.0088,0,True,0.0,3.1.13,False,0.0,0.0,99.35,100.0,99.76,False,142.0,814,Bucharest,Romania,AS6663,RO EUROWEB,0.0,64.130.57.242,6.01,0.02,956,6.02,6.03,0.11,6.14,"High performance, high APY validator. Zero commission fees and zero MEV rewards fees!",https://coverlet.io/
YuRBAsy9Stw1u46A8dMp7WQVBFweLP1PKuYibzYAMmQ,9gANMngbGUmAaLXL1RC3JdiaLjRowJXNbzCTh53ht7mq,Yurbason,3,153176.648475986,0.04,0.0094,0,True,0.0,3.1.13,False,0.0,0.0,99.36,100.0,99.61,False,389.0,567,Hamburg,Germany,AS48014,Albhost SH.P.K.,0.03,64.130.57.242,6.0,0.03,956,6.02,6.01,0.11,6.12,In PoS We Trust!,https://github.com/Yurbason
9FXD1NXrK6xFU8i4gLAgjj2iMEWTqJhSuQN8tQuDfm2e,2g2QU1NDRax6i2mKzRwgRfdBFoDkMC6bj7Zp5Q3i8sCq,Grassets Tech | Jito-BAM | IBRL,4,149982.324025351,0.04,0.0092,0,True,0.0,3.1.13,False,0.0,0.0,99.53,100.0,99.6,False,150.0,806,Prague,Czech Republic,AS201265,Anafra A.S.,0.01,64.130.57.242,6.01,0.33,956,6.02,6.05,0.11,6.16,Running Jito MEV + highly reliable and cutting edge hardware to maximize stakers rewards and support decentralization.,https://grassets.tech
HLXxkmjb47spcmbbKi3UCfZ2qmFY29t8MN562AEmh2Qh,HLXktVmNFeELB5uL5nrpP4WL7jyi3TMyekxASVjDhZ1t,🧬 HelixNode 0% fee 🧬,5,145371.485455295,0.03,0.009,0,True,0.0,3.1.13,False,0.0,0.0,99.31,100.0,99.53,False,777.0,179,Englewood Cliffs,United States,AS19318,"Host Department Nj, LLC",0.37,64.130.35.74,4.6,0.08,956,6.02,6.02,0.11,6.13,Decentralization genetics - in every block!,https://stakewiz.com/validator/HLXktVmNFeELB5uL5nrpP4WL7jyi3TMyekxASVjDhZ1t
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,vanFfAkyFXFnj6TpmVwet6pJBnS4nBWNcJiE5GEsZ4K,Quantix,6,138762.77153186,0.03,0.0085,0,True,0.0,3.1.13,False,0.0,0.0,99.33,100.0,99.51,False,779.0,177,Münster,Germany,AS47447,m GmbH,0.25,64.130.57.242,6.01,0.19,956,6.02,6.05,0.11,6.16,High performance validator operated by web3 research team,https://www.quantix.team
parafiUS6h6oLhCFwhjvEmQJKw8pF1iXsxMJdTq46dS,pt1LsjkNwqCKdYYfc35ToDkqtEG9pswLTJNaMo8inft,ParaFi Technologies,7,176440.854077221,0.04,0.0109,0,True,0.0,3.1.13,False,0.0,0.0,99.5,100.0,99.45,False,673.0,283,Bluffdale,United States,AS13767,Announce Media Answers Corporation,0.0,198.13.132.26,0.51,0.01,956,6.02,6.05,0.11,6.16,Highly performant Solana validator with MEV sharing and 0% commission,https://parafi.tech
DViARWAWKkxAzp4UCgbw5B9pLSrBY3PaztFErcwgVUKX,HeTyhZdUKswQoonJJTXqAnDN48ceyVAeFaKfYKayGPNS,Code-Breader,8,179093.76677295702,0.04,0.011,0,True,0.0,3.1.13,False,0.0,0.0,99.5,100.0,99.43,False,77.0,879,Langenzersdorf,Austria,AS215120,Evolus IT Solutions GmbH,0.0,64.130.57.242,6.0,0.0,956,6.02,5.97,0.11,6.08,Coder. Validator. Git: https://github.com/Code-Breader,https://gist.github.com/Code-Breader
soLStaCk5TiGCpeLKa9Fvv6f5JQGMa6S3uhLh826e9N,soLStAckuvkHtNzHF1cwmeSRG1FzVxKxwsdWZ1yrHrz,SolStack by Corvus Labs,9,136838.494763113,0.03,0.0084,0,True,0.0,3.1.13,False,0.0,0.0,99.32,100.0,99.39,False,767.0,189,Diemen,Netherlands,AS214783,Danny Nieuwenhuis Trading AS Dedicatednodes,0.84,45.154.33.67,0.0,0.04,956,6.02,6.05,0.11,6.16,"Stake with us for boosted APY, high availability and minimal downtime. Powered by Corvus Labs.",https://solstack.app
6k1YkmTKwPRUhChnxA9ryJmbtuQMbro4xFTL6mL9jycB,91413b9eEvG6UofpSgwdUgH9Lz4QBF1G3J325Bw7JwGR,Sign Labs 🤟,10,154200.55317297002,0.04,0.0095,0,True,0.0,3.1.13,False,0.0,0.0,99.5,100.0,99.34,False,622.0,334,Los Angeles,United States,AS29802,"Hivelocity, Inc.",0.96,199.231.161.170,0.0,0.14,956,6.02,6.05,0.11,6.16,"Dedicated to Solana | West Coast, USA - Reshape Solana's stake epicenter! High yield from Zero-Zero commissions & tips. Building tools for sharing reputation and culture. Reach out on X @ottocatalytic - Love You 🧬",https://validation.si9nlabs.com/
4VrjyXQT61WFSjuG3ehgqZUK1jqvYqB46veQbXLotq3n,FahWJg2PkphJaMUUCzdYhXkD5NngUuuFRFD3YCE3BSwb,Vault X | 0% fee +MEV,11,192957.46435136202,0.05,0.0119,0,True,0.0,3.1.13,False,0.0,0.0,99.31,100.0,99.25,False,303.0,653,Saggart,Ireland,AS30058,Fdcservers.net LLC,0.0,64.130.46.2,1.08,0.0,956,6.02,6.05,0.11,6.16,"Safety, reliability, speed",https://stake.solfi.uk
vahMVcSS3v6uwyFormV7FDAUbQSHwmy6vUedp1P7L42,vahVByZszdHguLa7U7GLz8UdUFN85mcwdkefiqVjtGt,StakeITeasy🚀High APY + 0% fee✅ + MEV🔥,12,180442.780814508,0.04,0.0111,0,True,0.0,3.1.12,False,0.0,0.0,99.68,100.0,99.21,False,237.0,719,Haarlem,Netherlands,AS58061,NT SOLUTIONS LLP,0.09,63.254.166.74,6.66,0.56,956,6.02,5.96,0.11,6.07,"⚡️High speed, safe, fault tolerant validator. 0% comission + high APY + MEV = maximum profit for you. Relax. Stakeiteasy!",https://stakeiteasy.ru
vaoJKVZYPAsqc52T2nNQhABR1gU6Cy2koDKfCQaEiva,voEskim7SFWrPx1tV2PVisqyrJejxmDEARX11mtZ5vo,polkachu.com,13,162168.00124395202,0.04,0.01,0,True,0.0,3.1.13,False,0.0,0.0,99.33,100.0,99.21,False,480.0,476,Strasbourg,France,AS29066,Velia.net Internetdienste GmbH,0.87,64.130.57.242,6.0,0.19,956,6.02,6.03,0.11,6.14,Polkachu is the trusted staking service provider for blockchain projects. 100% refund for downtime slash. Contact us at hello@polkachu.com,https://polkachu.com
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,NoRDTy8jpkpjPR7yxahVdoEUPngbojPhFU5jb8TtY4m,nordstar ⭐ reliable staking +MEV,14,192364.118130459,0.05,0.0118,0,True,0.0,3.1.13,False,0.0,0.0,99.68,100.0,99.15,False,245.0,711,Oslo,Norway,AS34989,Servetheworld AS,0.13,63.254.166.74,6.66,0.13,956,6.02,6.05,0.11,6.16,Jito validator. High-performing and reliable. No surprises; read our ethos. Maintained by a dedicated security professional. Enterprise hardware protected by a data center SLA. Contact: @agjell (Discord/Telegram).,https://nordstar.one/
2gDeeRa3mwPPtw1CMWPkEhRWo9v5izNBBfEXanr8uibX,3Xn3K5zeTzs4sURj1PCRaF6rvFg2hPgT49B4SiM998f7,NuFi,15,210841.88017701101,0.05,0.013,0,True,0.0,3.1.13,False,0.0,0.0,99.53,100.0,99.04,False,236.0,720,Bratislava,Slovak Republic,AS29405,Vnet A.S.,0.06,64.130.57.242,5.99,0.06,956,6.02,6.04,0.11,6.15,Try NuFi wallet!,https://nu.fi
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,1234LB7uvDC23rdCQoK8C3jNwnovUNyeKxz8wC3dghJ5,BlueLotus 👩‍💻,16,197270.133222373,0.05,0.0121,0,True,0.0,3.1.13,False,0.0,0.0,99.68,100.0,99.01,False,269.0,687,Münster,Germany,AS47447,m GmbH,0.24,64.130.57.242,5.99,0.18,956,6.02,5.95,0.11,6.06, Stable Returns + MEV Bonus 🥇 Twitter : @bluelotussolana,https://www.bluelotus.one/
1unarWPGGseFag2WfnoFv8o9P7vTPU8eHex9GinP3eY,LunarE7WQyxpPwKo2hkEZZquu6UDWMNjvf3JyzGmdfp,Luminal,17,142393.439814782,0.03,0.0088,0,True,0.0,3.1.13,False,0.0,0.0,99.67,100.0,98.94,False,712.0,244,Querétaro,Mexico,AS20473,VULTR MEXICO,3.01,216.238.89.228,0.0,0.0,956,6.02,6.0,0.11,6.11,0% Commission + MEV. High performance.,https://luminal.wtf
BeSovDCzhEAfgwDyXBuhmCFKsu5WQ3PaX61GEfteNzXM,BeSov1og3sEYyH9JY3ap7QcQDvVX8f4sugfNPf9YLkcV,Yonta Labs - LST 0%Fee MEV -,18,231462.86033555702,0.05,0.0143,0,True,1000.0,3.1.13,False,0.0,0.0,99.68,100.0,98.94,False,511.0,445,Anchorage,United States,AS19344,Sovereign sol LLC,0.0,64.130.54.138,1.12,0.0,956,6.02,6.05,0.1,6.15,"Stake and partner with YontaLabs for high APY returns, thanks also to our LST: yontaSOL! Together, we'll build wealth in the exciting Solana Blockchain ecosystem, all while championing top-tier performance",https://www.yontalabs.io/
HVXXmNKkmDZbZwj74iL2Y9Wu4SyrchBoxAfFYVAktLrG,644K33yWfSzc32VvY5fRUfUqphw8LTaLQntCkyEpJ8h7,fat tails lab,19,218292.00241218702,0.05,0.0134,0,True,0.0,3.1.13,False,0.0,0.0,99.36,100.0,98.93,False,215.0,741,Offenbach,Germany,AS44486,Cogent Communications,0.26,64.130.57.242,5.99,0.0,956,6.02,5.91,0.11,6.02,Independent Solana validator focused on performance.,https://www.fattailslab.xyz
2uxEHizFmmnLekKG2LZJwxNabhpymEYfdVCpgDxjt87m,Dcoj98wWiKhA4iqxcSg7NtuR2miA7tZqtycMdkPo8XDw,🍀PADDY - 💰JITO-BAM,20,130006.86306274301,0.03,0.008,0,True,0.0,3.1.13,False,0.0,0.0,99.53,100.0,98.92,False,232.0,724,Dublin,Ireland,AS39122,Blacknight Internet Solutions Limited,0.0,64.130.61.210,1.0,1.97,956,6.02,6.04,0.11,6.15,"🍀 Irish wizard of Solana validation magic on custom hardware. Making nodes jig with a sprinkle of luck 24/7. Reliable as a four-leaf clover, secure as a leprechaun's gold! 🍀",https://twitter.com/paddyvalidator
7nzTzRZzezmugqE5ZjHRMxarhXunpwZ2PUdjV7uYzt7A,so1arJJbp9sis5XpovLyjTZPk8bDjfs37Meghi5wXbu,Solar | Empowering Youth | 0% Fee + MEV Rewards,21,208897.29991022302,0.05,0.0129,0,True,0.0,3.1.13,False,0.0,0.0,99.68,100.0,98.9,False,759.0,197,Münster,Germany,AS47447,m GmbH,0.24,64.130.57.242,5.99,0.17,956,6.02,6.05,0.11,6.16,"Stake for a cause. Guaranteed Best APY & No Fees. By staking with Solar, you are directly funding the incubation of young talent, onboarding them to the Solana chain.",https://www.solar.team
8AkVj5aAtJ27tYXeq89cnSf68V43NarFHMx2iSDjZv7c,CV7uvPY1Hk5Avb2NvkGJoUzGnipZrEZK27j5rQJoUae9,Theta,22,236454.73137275001,0.06,0.0146,0,True,0.0,3.1.11,False,0.0,0.0,99.7,100.0,98.89,False,386.0,570,Chiyoda City,Japan,AS17506,Ucom Corporation,0.0,202.8.9.194,3.53,0.0,956,6.02,6.05,0.11,6.16,"Minimize downtime with professional data centers, 0% fees, and high profitability.",https://theta-sol.jp/
qZMH9GWnnBkx7aM1h98iKSv2Lz5N78nwNSocAxDQrbP,6JfBwvcz5QUKQJ37BMKTLrf968DDJBtwoZLw19aHwFtQ,Spectrum Staking,23,235747.60029920502,0.06,0.0145,0,True,0.0,3.1.13,False,0.0,0.0,99.71,100.0,98.83,False,257.0,699,Bratislava,Slovak Republic,AS29405,Vnet A.S.,0.05,64.130.57.242,5.98,0.05,956,6.02,5.98,0.11,6.09,Highly reliable and secure validator managed by experienced SRE. Staking Rewards - Verified Staking Provider. Reinforcing Solana decentralization by operating from a very low-concentration datacenter.,https://spectrumstaking.net/
spcti6GQVvinbtHU9UAkbXhjTcBJaba1NVx4tmK4M5F,49DJjUX3cwFvaZD5rCAwubiz7qdRWDez9xmB381XdHru,Staker Space,24,241179.534079253,0.06,0.0149,0,True,500.0,3.1.13,False,0.0,0.0,99.5,100.0,98.8,False,44.0,912,Duivendrecht,Netherlands,AS57866,Fusix Networks B.V.,0.0,63.254.166.74,6.65,0.0,956,6.02,6.05,0.1,6.15,Independent node-operator that supports open networks to secure the future of the decentralized infrastructure,https://staker.space
EdFUcP2f6j9iBg5BqsgJn3WDr1JieiKCo41hZ5Zrsk6w,7tKWFaaLi2FJSqukHxUrnXph8M3ynrqn3kEkKPpgcNHZ,Bitget Wallet,25,181798.562325853,0.04,0.0112,0,True,0.0,3.1.12,False,0.0,0.0,99.68,100.0,98.79,False,857.0,99,Tokyo,Japan,AS45102,Alibaba Cloud singapore Private Limited,0.6,202.8.9.194,3.54,1.22,956,6.02,6.05,0.11,6.16,Bitget Wallet is a non-custodial crypto wallet designed to make crypto simple and secure for everyone,https://web3.bitget.com/
9bkyxgYxRrysC1ijd6iByp9idn112CnYTw243fdH2Uvr,6W8yrMwtDU5G6ErazhZHfLjqZV8cMvajpSRGYgrZ3d4v,Legends,26,208299.714698297,0.05,0.0128,0,True,0.0,3.1.12,False,0.0,0.0,99.5,100.0,98.57,False,172.0,784,New York,United States,AS18450,"Webnx, Inc.",0.5,64.130.35.74,4.59,1.03,956,6.02,6.02,0.11,6.13,Stake with Legends and become a Legend,https://www.legends.llc
3CKKAoVi94EnfX8QcVxEmk8CAvZTc6nAYzXp1WkSUofX,4MU64AyHBkRBUAYgAm91sP5vFgzUUgFHuS82CVhE8Q2Q,Solid State Nodes,27,128572.444375556,0.03,0.0079,0,True,0.0,3.1.13,False,0.0,0.0,99.71,100.0,98.57,False,232.0,724,Santa Clara,United States,AS20473,"Vultr Holdings, LLC",3.01,198.13.132.26,0.52,0.08,956,6.02,5.98,0.11,6.09,SolidState validator,https://solidstatenode.net
LimeA3gMLb2SjxrKbP7NsWk1UwTZrw4B6Ctc9dmVU6E,LimeNKYH66uR9BwnrPtxPbpqmkambxHVcutGoSaWPiq,LimeChain,28,138866.924115734,0.03,0.0086,0,True,500.0,3.1.13,False,0.0,0.0,99.53,99.97,98.54,False,876.0,80,Sofia,Bulgaria,AS8860,DELTA SOF BIX,0.0,64.130.57.242,6.01,0.0,956,6.02,6.05,0.1,6.15,LimeChain extends its blockchain development excellence with a Solana validator built to strengthen decentralization and drive R&D in the Eastern European region.,https://limechain.tech
nSGZ3tv2UhskkPqiB666yDVj7PTi9qKgDqvjHyw5JgM,AY271jdvcyo5VzBiWsMGLEjpZFFrarq8FDydJHLmYgCG,OranG3cluB,29,177501.179435781,0.04,0.0109,0,True,0.0,3.1.13,False,0.0,0.0,99.53,100.0,98.51,False,175.0,781,Los Angeles,United States,AS20473,"Vultr Holdings, LLC",3.0,64.130.58.98,0.08,0.14,956,6.02,5.96,0.11,6.07,We Love Oranges!,https://orang3.club
2P9ZYA4vBoBBr56hrEFTmrd5ctuz3r7wtvRYmbgk6jRL,FGtsnE1HB4bBi6g4xAt5mvWtuC3qBPWPBgWVrnRmUiVH,Sunshine,30,150260.477758283,0.04,0.0093,0,True,0.0,3.1.13,False,0.0,0.0,99.35,100.0,98.49,False,394.0,562,Piscataway Township,United States,AS20473,"Vultr Holdings, LLC",3.01,64.130.35.74,4.6,0.38,956,6.02,6.05,0.11,6.16,Your SOL will bring big success! Stake to Sunshine!,https://sunshine-validator.com
4b1onMDEasBh4BuPekQWijx3BYR64hAE1z2jJyeZUkck,6anBvYWGwkkZPAaPF6BmzF6LUPfP2HFVhQUAWckKH9LZ,4BLOCK 0% Fee + Jito All MEV,31,244882.877747048,0.06,0.0151,0,True,0.0,3.1.13,False,0.0,0.0,99.33,100.0,98.48,False,78.0,878,Piscataway Township,United States,AS23470,Reliablesite.net LLC,0.14,64.130.35.74,4.58,0.36,956,6.02,6.03,0.11,6.14,"Now 0% Fees → and it will always be so, until the end of time and the last block of the network! Now we have Inflationary Rewards + Rewards for Jito MEV! Stake your SOL with 4BLOCK.TEAM Solana Validator; one Service Secure and Trusted.",https://4block.team/
2XmhZKHmfjku3T3nC9xKhgr5bm1CAmWXqNsNt49mo82C,Ebm1XKkMzaFg2L5rzLPBnFHMtpDPa6SWJ7nVUzZUmXmR,Soldea Kitchen,32,187657.44673495402,0.04,0.0116,0,True,0.0,3.1.13,False,0.0,0.0,99.71,100.0,98.47,False,554.0,402,Aubervilliers,France,AS20473,Vultr Holdings LLC Paris,3.0,64.130.46.2,1.08,0.03,956,6.02,5.96,0.11,6.07,A top performing validator on the Solana network. Looking after your stake and your health.,https://www.soldeakitchen.com
CpuDNi3iVoHXbaT8gHpzKe6rqeBasoYjEKi21q7NRVJS,2QE9X9X4tdDUTYic1DgBBJjU7cWUNPbKYGerCb9KqDQN,val37,33,188492.898412729,0.04,0.0116,0,True,0.0,3.1.13,False,0.0,0.0,99.71,100.0,98.42,False,199.0,757,Santa Clara,United States,AS20473,"Vultr Holdings, LLC",3.0,64.130.58.98,0.08,0.07,956,6.02,6.01,0.11,6.12,"Hello, stake with me!",https://val37.com/
A23LfQn6khffj2hGhGfXr6P52W2pxrVcCaHVQLYQgiX2,53RJBy7aBGA7Aag6AryxEmBbsHDgwfBWagLrPbGHnfvR,vladika,34,189055.72867623702,0.04,0.0116,0,True,0.0,3.1.13,False,0.0,0.0,99.53,100.0,98.38,False,195.0,761,Osaka,Japan,AS20473,"The Constant Company, LLC",3.0,202.8.9.194,3.54,0.06,956,6.02,5.77,0.11,5.88,"Your Trusted Validator: 0% commission + 100% MEV rewards. Stake smart, earn more. Keep every lamport!",https://vladika.love
2zykwzzo1pd3H2oSj5j5SRLTvmpa9Nr2S2Bh8tTVd5Tq,Hmq1oALENff8DejgYhJxB4njb6pyCtuMKKxotdZicB4n,zim.one | 0️⃣0️⃣,35,193625.91190459402,0.05,0.0119,0,True,0.0,3.1.13,False,0.0,0.0,99.35,100.0,98.3,False,638.0,318,Osaka,Japan,AS20473,"The Constant Company, LLC",3.0,202.8.9.194,3.54,0.06,956,6.02,6.05,0.11,6.16,Engaged in blockchain space since 2015.,https://zim.one
WUNoB9YQXmXXRcJsjY1G8PfVag5aAfnyGmFd6YwJVwp,BDn3HiXMTym7ZQofWFxDb7ZGQX6GomQzJYKfytTAqd5g,StakeCraft,36,185567.42531563502,0.04,0.0114,0,True,0.0,3.1.13,False,0.0,0.0,99.35,100.0,98.24,False,167.0,789,Hong Kong,Hong Kong,AS206264,RAX to HC HongKong,1.34,45.84.193.5,0.0,0.66,956,6.02,6.05,0.11,6.16,Trustworthy Validator,https://stakecraft.com
2kVZVTY8FMRZ3WuHzyqNz8qd4Ytbba9f9DaesUm5WLvR,4FsAxdHQ6HmFrDD7yCwsKNApuA67QYSCMoLAy3NfySxJ,SunStake,37,209106.126450125,0.05,0.0129,0,True,0.0,3.1.13,False,0.0,0.0,99.5,100.0,98.19,False,386.0,570,Madrid,Spain,AS20473,"Vultr Holdings, LLC",2.99,89.42.231.14,0.0,0.05,956,6.02,6.0,0.11,6.11,SunStake is trusted independent validator. Stake with us - improve Solana decentralization,https://sunstake.xyz
BR1aTt4ZZUCwWJDkSYf1hqkYJjo7Mb7Ar8iVTkeSwUB8,AbacusTT3yhEFEKkQKjGStDhKDnvSFGpg9EqBwz8FnDF,Abacus,38,223985.06712792203,0.05,0.0138,0,True,0.0,3.1.13,False,0.0,0.0,99.71,100.0,98.14,False,574.0,382,Pendlebury,United Kingdom,AS20473,NET V 1 0 1,2.99,64.130.46.2,1.07,0.0,956,6.02,6.04,0.11,6.15,"A top-performing, independent Solana validator maximising your staking rewards! With advanced hardware and smart optimisations, we keep the network secure and reliable. Support the little guys, strengthen decentralisation, and make your Solana journey rew",https://abacus-sol.com/
Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,PineDoC593nrX16W8ZLWfF5Evb6otv7fRfZMLjPAHe3,Pine Stake,39,186369.392423,0.04,0.0115,0,True,0.0,3.1.13,False,0.0,0.0,99.5,100.0,98.13,False,714.0,242,São Paulo,Brazil,AS20473,"The Constant Company, LLC",3.0,216.238.102.89,0.0,0.74,956,6.02,6.05,0.11,6.16,"Strengthening Solana’s decentralization from Brazil with a mission to empower communities through education and artist support. Reliable, secure infrastructure with 24/7 monitoring. Join us in building a stronger, more inclusive, decentralized Solana ne",https://pinestake.com/
ADjyeNzWd8yhEjCVyAqT87eqoyGRbimERQsNhFQcXjop,26RGqX3mezgYDxJnGh94gnMM4L2k9grH1eWcTSCHnaxR,💥InfiniteSOL💥 0% Fees,40,158986.01611309202,0.04,0.0098,0,True,0.0,3.1.13,False,0.0,0.0,99.68,100.0,98.12,False,763.0,193,Chicago,United States,AS204770,Uab Nacionalinis Telekomunikaciju Tinklas,0.96,64.130.54.138,1.14,1.43,956,6.02,6.05,0.11,6.16,"InfiniteSOL is a premier Solana validator offering performance, reliability, and security. We optimize staking rewards with a 0% fee and MEV while supporting decentralization and ecosystem growth.",https://www.idhra.com
AsMpvJ3DZ2Ydu1WTRMAyMH4QjSLiUG39rKzfzvtE1bWr,B1w6SZcyvjyp6zEyStcc8u9AxXAh2AbYvNzMmP9rRKE9,Nordic Staking 0% fee top APY 2+ years,41,206525.80475291802,0.05,0.0127,0,True,0.0,3.1.13,False,0.0,0.0,99.36,100.0,98.04,False,470.0,486,Rotterdam,Netherlands,AS214783,DedicatedNodes,0.83,63.254.166.74,6.65,0.75,956,6.02,6.05,0.11,6.16,Operated by Nordic Staking LLC. We are developers who build on Solana. Keep it simple. High uptime & low fees. 2+ years running on mainnet. Check out our uptime on stakewiz!,https://nordicstaking.com
EdGevanA2MZsDpxDXK6b36FH7RCcTuDZZRcc6MEyE9hy,EdGevanAjM8a6Gg9KxBVrmVdZAUGAZ9xaVd7t9R4H2x,Edgevana,42,253152.18571161,0.06,0.0156,0,True,0.0,3.1.13,False,0.0,0.0,99.68,100.0,97.87,False,526.0,430,Haarlem,Netherlands,AS29802,AMS1 1 1 0,0.94,63.254.166.74,6.64,0.54,956,6.02,6.04,0.11,6.15,Unleash the full potential of Solana with Edgevana. The most decentralized self-custody options for globally distributed highly performant nodes for Validators and RPC providers. Join Edgevana today!,https://www.edgevana.com
ALPHA6rdHZkx1om79xp47vX1iZXcbM3qfEwLyttZ1T7R,ALPHAthakWdoUxXJP6z8cjCkwrufcARXqi34EjShtFVT,Lifetime 0% fee + full MEV payout | Alphasearch,43,315110.499463325,0.07,0.0194,0,True,0.0,3.1.13,False,0.0,0.0,99.68,100.0,97.87,False,744.0,212,Münster,Germany,AS47447,m GmbH,0.21,64.130.57.242,5.97,0.15,956,6.02,6.03,0.11,6.14,"Validators are a critical component of our infrastructure, running on high-performance bare-metal servers with 24/7 monitoring and support. We guarantee lifetime 0% commission and full MEV payout to all stakers.",https://alphasearch.xyz
Ee8dX3qtwrDRnxYK6NGQfmMeKT3Qpp2QZHpxiAiw23W9,5szskKdH8nfnUuHTvn9hnhH3Xuvo7RVmcDDvD5WD7yNh,StakeNode777,44,190209.852533402,0.04,0.0117,0,True,0.0,3.1.13,False,0.0,0.0,99.53,100.0,97.86,False,362.0,594,Shinagawa City,Japan,AS20473,"Vultr Holdings, LLC",3.0,202.8.9.194,3.54,0.52,956,6.02,6.0,0.11,6.11,Secure Non-Custodial Staking Services. Professional team - a reliable validator! Stake with us!,https://stakenode777.com
3s97yjq2MhoPVPC3U9VeE3Z5S643Pweovg88ysvrQPw5,D3QPJm7BDzzPeRG51YZSEz3LfV7GvFNu9NkcibzURxuj,Starke Finance,45,223552.88104958303,0.05,0.0138,0,True,0.0,3.1.13,False,0.0,0.0,99.36,100.0,97.78,False,596.0,360,Piscataway Township,United States,AS20473,"Vultr Holdings, LLC",2.99,64.130.35.74,4.58,0.37,956,6.02,6.05,0.11,6.16,Validator funding Starke Finance. The Digital Asset Fund Management platform of the future,https://starke.finance/staking
8pyp3vfVPRziYdAYEyqkwytdBbdVbQmHqfQAVDcRV3w,GB44NXtM7zGm6QnzQjzHZcRKSswkJbox8aJsKiXGbFJr,Rustiq Technology,46,199266.330354772,0.05,0.0123,1,True,800.0,3.1.13,False,0.0,0.0,99.68,100.0,97.76,False,35.0,921,Glasgow,United Kingdom,AS12703,Internal Infrastructure,0.0,64.130.46.2,1.08,0.0,956,5.96,5.91,0.1,6.01,Professional UK-based Solana validator. We develop a hardware accelerator for the Solana client on FPGAs. Stake on us and support our effort to make Solana faster and safer! 🚀🚀🚀 ☀️ ,https://rustiq.co.uk/staking/solana/
THWsLPufeq9LWs2H9vYPbtFwdxAHbQHvSbT6pztG8x1,THWfRpcJSC7oDrNMSCcixTZmCHVBTEVQL4qnd1UTD1x,THW Validator,47,263737.67142443504,0.06,0.0162,0,True,0.0,3.1.13,False,0.0,0.0,99.71,100.0,97.57,False,738.0,218,Tokyo,Japan,AS206264,AMARUTU JP1,1.32,202.8.9.194,3.52,1.2,956,6.02,6.05,0.11,6.16,"It ain't much, but it's Truly Honest Work™",https://trulyhonestwork.io/
G4GT8z4AKWNoy3x6nuzxW83UfFXLXzrwn7DZQt4GvWdU,77i1Ryv5bLp45yNeJCwCU28f37fGYspvRtGbNyxsD6Qe,FREEZZ,48,174662.04187057,0.04,0.0108,0,True,0.0,3.1.13,False,0.0,0.0,99.53,100.0,97.52,False,678.0,278,Shinagawa,Japan,AS20473,TYO VULTR CUST,3.0,202.8.9.194,3.54,2.75,956,6.02,6.01,0.11,6.12,Cold uptime. High-Performance. Hot slots. Zero excuses.,https://freezz.one
GwHH8ciFhR8vejWCqmg8FWZUCNtubPY2esALvy5tBvji,3iPuTgpWaaC6jYEY7kd993QBthGsQTK3yPCrNJyPMhCD,ART3MIS.CLOUD ☘️,49,110696.82792123701,0.03,0.0068,0,True,0.0,3.1.13,False,0.0,0.0,99.36,100.0,97.44,False,170.0,786,Purmerend,Netherlands,AS51088,A B IP B.V.,0.0,63.254.166.74,6.68,0.0,956,6.02,5.94,0.11,6.05,INDEPENDENT RESEARCH LAB,https://art3mis.cloud/solana
